Producto;Talla;Stock_Real_Verificado
"TENIGUAYO NIKE PHANTOM GX 6 ELITE ";"39";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE ";"40";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE ";"41";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE ";"42";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE ";"43";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE ";"44";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"37";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"38";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"39";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"40";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"41";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"42";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"43";0
"TENIGUAYO NIKE PHANTOM GX 6 ELITE EN BOTA";"44";0
"TENIGUAYO NIKE TOTAL 90 ";"37";0
"TENIGUAYO NIKE TOTAL 90 ";"38";0
"TENIGUAYO NIKE TOTAL 90 ";"39";0
"TENIGUAYO NIKE TOTAL 90 ";"40";0
"TENIGUAYO NIKE TOTAL 90 ";"41";0
"TENIGUAYO NIKE TOTAL 90 ";"42";0
"TENIGUAYO NIKE TOTAL 90 ";"43";0
"TENIGUAYO NIKE TOTAL 90 ";"44";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"37";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"38";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"39";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"40";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"41";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"42";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"43";0
"TENIGUAYO NIKE X ALEXIA PUTELLAS  PHANTOM GX 6 ";"44";0
